"","E250098172_L01_ZHW-C1","E250098172_L01_ZHW-C2","E250098172_L01_ZHW-C3","E250098172_L01_ZHW-K1","E250098172_L01_ZHW-K2","E250098172_L01_ZHW-K3"
"ADGRA2",1.87970576628229,2.19534759832222,2.08746284125034,1.50080205305716,1.55090066464752,1.61823865559545
"ADGRA3",4.10181813422741,4.10181813422741,4,4.23419472295381,4.14159627838382,4.30524096595448
"ADGRB1",0.22650852980868,0.238786859587116,0.214124805352847,0.0565835283663675,0.0565835283663675,0.070389327891398
"ADGRB2",3.94485844580754,4.03210084316702,4.03033607837096,4.43629511983936,4.22650852980868,4.2861418728343
"ADGRD1",2.81762325751143,2.80529245560071,2.79285535236249,2.13093086982645,2.4905701304462,2.29865831556452
"ADGRD2",0.799087306074004,0.475084882948783,0.16349873228288,0.495695162624069,0.641546029087524,0.584962500721156
"ADGRE2",2.91838623444635,2.51601514700366,2.611172380044,2.98550043030489,3.26153081524341,3.21101219348551
"ADGRE5",5.89675621847481,5.72164607841839,5.76844901518055,5.62322307589651,5.55336050333533,5.62964804418744
"ADGRF3",0.16349873228288,0.20163386116965,0.31034012061215,0.55581615506164,0.27500704749987,0.454175893185802
"ADGRF4",0.545968369105292,0.20163386116965,0.454175893185802,0,0.124328135002202,0.0426443374084937
"ADGRG1",5.594847089653,5.82476785314329,5.84924870276441,5.49633451341711,5.37608196665007,5.39780296186249
"ADGRG2",0.37851162325373,0.27500704749987,0.443606651475615,0.879705766282288,0.970853654340484,0.963474123974886
"ADGRG5",0.526068811667588,0.432959407276106,0.454175893185802,0.485426827170242,0.613531652917927,0.250961573533219
"ADGRG6",1,1.15704371014558,1.22032995487956,1.7311832415722,1.65992455840238,1.85996954822103
"ADGRL1",1.36176835941915,1.27500704749987,1.19534759832222,2.02856915219677,1.76553474636298,2.02147972741045
"ADGRL2",1.01435529297707,1.25096157353322,1.10433665981474,1.35049724708413,1.09085343045111,1.28688114778816
"ADGRL4",0.0840642647884745,0.344828496997441,0.0426443374084937,0.31034012061215,0.137503523749935,0.263034405833794
"ADH5",6.73930807086039,6.72014163258364,6.66888498426625,6.71424551766612,6.79558514511806,6.8011586560937
"ADHFE1",0.505890929729957,0.903038270112912,1.50080205305716,0.839959587489532,0.985500430304885,0.765534746362977
